book_id,isbn,title,original_title,original_publication_year,language_code,genre
8034,1591841003,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,2005.0,eng,Negocios
8035,0756403146,"Black Sun Rising (The Coldfire Trilogy, #1)",Black Sun Rising,1991.0,eng,Fantasía
8036,039915776X,City of Women,,2012.0,,Ficción histórica
8037,0486270653,The Misanthrope,Le Misanthrope ou L'Atrabilaire Amoureux,1666.0,eng,Clásicos
8038,0345340442,"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician''s Gambit / Castle of Wizardry / Enchanters'' End Game (The Belgariad, #1-5)","The Belgariad Boxed Set: Pawn of Prophecy, Queen of Sorcery, Magician''s Gambit, Castle of Wizardry, & Enchanters'' End Game (The Belgariad, #1-5)",1984.0,eng,Fantasía
8039,0753819481,The Temple of My Familiar,The Temple of My Familiar,1989.0,eng,Ficción
8040,0349400202,"Envy (Fallen Angels, #3)","Envy (Fallen Angels, #3)",2011.0,eng,Romántica
8041,,"The Son (Divergent, #0.3)",Four: The Son,2014.0,eng,Juvenil
8042,0312949812,"Seduce Me at Sunrise (The Hathaways, #2)",Seduce Me at Sunrise,2008.0,eng,Romántica
8043,0373212054,The Problem with Forever,The Problem with Forever,2016.0,eng,Juvenil
8044,0385755929,Holding Up the Universe,Holding Up the Universe,2016.0,eng,Juvenil
8045,0141006579,Take the Cannoli,Take the Cannoli: Stories from the New World,2000.0,,Ensayo
8046,1594487154,To Sell Is Human: The Surprising Truth About Moving Others,,2012.0,,Negocios
8047,0451037707,The Double Helix,The Double Helix: A Personal Account of the Discovery of the Structure of DNA,1968.0,eng,Ciencia
8048,0718147715,Cook with Jamie,Cook with Jamie,2006.0,eng,Cocina
8049,0553580302,House Harkonnen (Prelude to Dune #2),Dune: House Harkonnen,2000.0,eng,Ciencia ficción
8072,0380704420,Wait Till Helen Comes,,1986.0,eng,Infantil
8050,0749909056,Dream Warrior (Dream-Hunter #4; Dark-Hunter #17),Dream Warrior,2009.0,eng,Romántica
8051,1400066212,Strength in What Remains: A Journey of Remembrance and Forgiveness,Strength in What Remains,2000.0,eng,Memorias
8052,0714840831,FRUiTS,,2001.0,eng,Arte
8053,0312966202,The Lord God Made Them All,The Lord God Made Them All,1981.0,eng,Memorias
8054,0007191480,"Then He Ate My Boy Entrancers (Confessions of Georgia Nicolson, #6)",... Then He Ate My Boy Entracers,2005.0,eng,Juvenil
8055,0060267887,The Frog and Toad Treasury: Frog and Toad are Friends/Frog and Toad Together/Frog and Toad All Year  (Frog and Toad #1-3),Frog And Toad Book Set: Frog And Toad Are Friends; Frog And Toad Together; Days With Frog And Toad; Frog And Toad All Year,1987.0,,Infantil
8056,,"1Q84 #1-2 (1Q84, #1-2)",1Q84 Books 1-2,2009.0,eng,Ficción
8057,0006499473,Absent In The Spring,Absent in the Spring ,1944.0,eng,Ficción
8058,,"Rock Chick Reckoning (Rock Chick, #6)",,2011.0,eng,Romántica
8059,0399162593,Fish in a Tree,Fish In A Tree,2015.0,eng,Juvenil
8060,0345528921,The Inn at Rose Harbor (Rose Harbor #1),The Inn At Rose Harbor,2012.0,eng,Romántica
8061,0770435629,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,Lady Almina and the Real Downton Abbey: The Lost Legacy of Highclere Castle,2011.0,eng,Historia
8062,0451460413,"Dies the Fire (Emberverse, #1)",Dies the Fire ,2004.0,eng,Ciencia ficción
8063,,"Stranger Child (DCI Tom Douglas, #4)",,2015.0,eng,Thriller
8064,1591840538,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,2003.0,,Negocios
8065,0062359983,Another Brooklyn,Another Brooklyn,2016.0,eng,Ficción
8066,0451218469,Beneath a Marble Sky,Beneath a Marble Sky,2004.0,eng,Ficción histórica
8067,0765354934,Mount Dragon,Mount Dragon,1996.0,,Thriller
8068,042511984X,The Face of Fear,The Face of Fear,1977.0,eng,Terror
8069,157322359X,Journals,Journals,2002.0,,Memorias
8070,0316210986,"Gone (Michael Bennett, #6)",Gone,2013.0,eng,Thriller
8071,0330412744,Cosmopolis,Cosmopolis,2003.0,eng,Ficción
8073,0061257052,Very Valentine,Very Valentine,2009.0,eng,Romántica
8074,1401210015,"Fables, Vol. 8: Wolves","Fables, Volume 8: Wolves",2006.0,eng,Cómic y novela gráfica
8075,009949857X,Light a Penny Candle,Light A Penny Candle,1982.0,eng,Ficción
8076,0515140880,"Dark Demon (Dark, #16)","Dark Demon (Carpathians, #16)",2002.0,eng,Romántica
8077,1607063921,"The Walking Dead, Vol. 14: No Way Out","The Walking Dead, Vol. 14: No Way Out ",2011.0,eng,Cómic y novela gráfica
8078,1582406987,"The Walking Dead, Book Two (The Walking Dead #13-24)",The Walking Dead. Book Two,2005.0,eng,Cómic y novela gráfica
8079,0156226006,Cosmicomics,Le cosmicomiche,1965.0,eng,Ciencia ficción
8080,0671789457,Possessing the Secret of Joy,Possessing the Secret of Joy,1992.0,,Ficción
8081,0020248717,Way Station,Way Station,1963.0,eng,Ciencia ficción
8082,0373210051,"My Soul to Keep (Soul Screamers, #3)",My Soul to Keep,2010.0,eng,Juvenil
8083,023252078X,The Return of the Prodigal Son: A Story of Homecoming,The Return of the Prodigal Son: A Story of Homecoming,1991.0,eng,Religión y espiritualidad
8084,0393324869,Naked Economics: Undressing the Dismal Science,Naked Economics: Undressing the Dismal Science,2002.0,,Negocios
8085,0590396056,"Magic Steps (The Circle Opens, #1)",Magic Steps,2000.0,,Fantasía
8086,,"Someone to Love (Someone to Love, #1)",Someone To Love,2012.0,eng,Romántica
8087,0060733497,The Lions of Al-Rassan,The Lions of Al-Rassan,1995.0,eng,Fantasía
8088,1416521836,Such a Pretty Girl,Such a Pretty Girl,2007.0,eng,Juvenil
8089,,"Until Trevor (Until, #2)",,2013.0,eng,Romántica
8090,0297775340,Scruples,Scruples,1978.0,eng,Ficción
8091,0312385188,Prayers for Sale,Prayers for Sale,1997.0,eng,Ficción histórica
8092,1439183368,Savages,,2010.0,eng,Thriller
8093,0553582895,Dark Rivers of the Heart,Dark Rivers of the Heart,1994.0,,Thriller
8094,0345423291,What We Keep ,What We Keep ,1998.0,eng,Ficción
8095,1416985794,Nothing,Intet,2000.0,eng,Juvenil
8096,0452156610,Sleeping Beauty Box Set,Sleeping Beauty Box Set,1983.0,eng,Ficción
8097,1563896451,"100 Bullets, Vol. 1: First Shot, Last Call","100 Bullets, Vol. 1: First Shot, Last Call (100 bullets, #1)",1999.0,eng,Cómic y novela gráfica
8098,1841496057,"The Awakened Mage (Kingmaker, Kingbreaker, #2)","Innocence Lost (Kingmaker, Kingbreaker, #2)",2005.0,eng,Fantasía
8099,0440910811,"A Ring of Endless Light (Austin Family, #4)","A Ring of Endless Light (Austin Family, #4)",1980.0,eng,Juvenil
8100,0316036064,How to Save a Life,How to Save a Life,2011.0,eng,Juvenil
8101,1416577572,"The 5 Greatest Warriors (Jack West Jr, #3)",The Five Greatest Warriors,2009.0,eng,Aventura
8102,0399170898,"Brotherhood in Death (In Death, #42)",Brotherhood in Death,2016.0,eng,Misterio
8103,0886773776,"Arrow''s Flight (Heralds of Valdemar, #2)","Arrow''s Flight (Heralds of Valdemar, #2)",1987.0,eng,Fantasía
8104,0763628115,"The Tail of Emily Windsnap (Emily Windsnap, #1)",The Tail of Emily Windsnap,2003.0,eng,Infantil
8105,1455554596,Blackout: Remembering the Things I Drank to Forget,Blackout: Remembering the Things I Drank to Forget,2015.0,eng,Memorias
8106,0399256202,"The Invaders (Brotherband Chronicles, #2)",The Invaders,2012.0,eng,Juvenil
8107,1598185217,The Moon and Sixpence,The Moon and Sixpence,1919.0,,Clásicos
8108,,"The Last Girl (The Dominion Trilogy, #1)",,2016.0,eng,Ciencia ficción
8109,1401210821,"The Absolute Sandman, Volume One","The Absolute Sandman, Volume One",2006.0,eng,Cómic y novela gráfica
8111,0689863624,"Dicey''s Song (Tillerman Cycle, #2)","Dicey''s Song (Tillerman Family, #2)",1982.0,eng,Juvenil
8112,1582408254,"The Walking Dead, Book Three (The Walking Dead #25-36)",The Walking Dead. Book Three,2007.0,eng,Cómic y novela gráfica
8113,,"A Quest of Heroes (The Sorcerer''s Ring, #1)",,2012.0,eng,Fantasía
8114,0679733787,The Woman in the Dunes,砂の女 [Suna no onna],1962.0,eng,Clásicos
8115,0140248927,Aunt Julia and the Scriptwriter,La tía Julia y el escribidor,1977.0,eng,Ficción
8116,0062422960,"Queen Song (Red Queen, #0.1)",Queen Song,2015.0,,Fantasía
8117,1563895684,"Transmetropolitan, Vol. 3: Year of the Bastard (Transmetropolitan, #3)","Transmetropolitan, Vol. 3: Year of the Bastard",1999.0,eng,Cómic y novela gráfica
8118,,The Prettiest One,,2015.0,eng,Thriller
8120,0060688246,"A Severe Mercy: A Story of Faith, Tragedy and Triumph",A Severe Mercy,1977.0,eng,Religión y espiritualidad
8121,0307265722,1493: Uncovering the New World Columbus Created,1493: Uncovering the New World Columbus Created,2011.0,eng,Historia
8122,0758254091,The Dry Grass of August,The Dry Grass of August,2011.0,,Ficción histórica
8123,0545298431,"Trust No One (The 39 Clues: Cahills vs. Vespers, #5)",,2012.0,eng,Juvenil
8124,0385528078,Zone One,,2010.0,eng,Terror
8125,0843960434,"The Madness of Lord Ian Mackenzie (Mackenzies & McBrides, #1)",The Madness of Lord Ian Mackenzie,2009.0,eng,Romántica
8126,0099453452,"Point of Impact (Bob Lee Swagger, #1)",Point of Impact,1993.0,eng,Thriller
8127,009947915X,Life and Times of Michael K,Life & Times of Michael K.,1983.0,,Ficción
8128,044900483X,"Children of God (The Sparrow, #2)",Children of God,1998.0,eng,Ciencia ficción
8129,,Vanished (Callahan & McLane #1),,2014.0,eng,Thriller
8130,0718152433,Jamie at Home: Cook Your Way to the Good Life,Jamie at Home: Cook Your Way to the Good Life,2007.0,,Cocina
8131,0425197395,"The Mediterranean Caper (Dirk Pitt, #2)",The Mediterranean Caper,1973.0,eng,Aventura
8132,0451454243,"The Forest House (Avalon, #2)",The Forest House,1993.0,eng,Fantasía
8133,0743484193,"Certain Prey (Lucas Davenport, #10)",Certain Prey,1999.0,eng,Thriller
8134,0425210812,"Undead and Unreturnable (Undead, #4)",Undead and Unreturnable,2005.0,eng,Fantasía
8135,0441014763,"Fearless (The Lost Fleet, #2)","Fearless (The Lost Fleet, #2)",2007.0,,Ciencia ficción
8136,0553578553,"Dawn on a Distant Shore (Wilderness, #2)",Dawn on a Distant Shore,2000.0,eng,Ficción histórica
8137,,F*ck Love,,2015.0,,Romántica
8138,,The Danish Girl,The Danish Girl,2000.0,eng,Ficción histórica
8139,0525426361,This Star Won't Go Out: The Life and Words of Esther Grace Earl,,2014.0,eng,Memorias
8140,0060898526,Brave New World Revisited ,Brave New World Revisited ,1958.0,eng,Ensayo
8141,0345301110,Story of O (Story of O #1),Histoire d'O,1954.0,eng,Ficción
8142,0060757639,"Forest Mage (Soldier Son, #2)",Forest Mage,2006.0,eng,Fantasía
8143,0380726297,"Sacred (Kenzie & Gennaro, #3)",Sacred,1997.0,,Thriller
8144,,Hidden (Bone Secrets. #1),Hidden ,2012.0,eng,Thriller
8145,,Punk 57,Punk 57,2016.0,,Romántica
8146,0425138232,"Eye of the Storm (Sean Dillon, #1)",Eye of the Storm,1992.0,eng,Thriller
8147,,Nikola Tesla: Imagination and the Man That Invented the 20th Century,Nikola Tesla: Imagination and the Man That Invented the 20th Century,2013.0,eng,Biografía
8148,0060880120,How to Be Popular,How to Be Popular,2006.0,eng,Juvenil
8149,0451530098,Pygmalion & My Fair Lady,Pygmalion and My Fair Lady (50th Anniversary Edition) (Signet Classics (Paperback)),1956.0,,Clásicos
8150,0345432401,Omerta,Omertà,1999.0,eng,Thriller
8151,0062103733,"Unraveling (Unraveling, #1)",Unraveling,2012.0,eng,Ciencia ficción
8152,0330311735,One,One,1988.0,,Ficción
8153,0763618985,The Tiger Rising,The Tiger Rising,2001.0,eng,Infantil
8154,0886774268,Magic's Price (Valdemar: Last Herald-Mage #3),Magic's Price,1990.0,eng,Fantasía
8155,,"The Hedge Knight (The Tales of Dunk and Egg, #1)",The Hedge Knight,1998.0,eng,Fantasía
8156,0425173909,"After the Funeral (Hercule Poirot, #29)",After the Funeral ,1953.0,eng,Misterio
8157,1582404976,Wanted,Wanted,2005.0,,Cómic y novela gráfica
8158,1421506297,"Death Note, Vol. 8: Target (Death Note, #8)",デスノート #8 (Desu Nōto) Mato (的),2005.0,eng,Cómic y novela gráfica
8159,0785122133,X-Men: The Dark Phoenix Saga,,1983.0,eng,Cómic y novela gráfica
8160,0375714499,Manufacturing Consent: The Political Economy of the Mass Media,Manufacturing Consent: The Political Economy of the Mass Media,1988.0,eng,Ensayo
8161,0670557110,Pippi in the South Seas,Pippi Långstrump i Söderhavet,1948.0,eng,Infantil
8162,0192834401,The Castle of Otranto,,1764.0,eng,Clásicos
8163,0330314920,Outer Dark,Outer Dark,1968.0,,Ficción
8164,,"Endless Knight (The Arcana Chronicles, #2)",Endless Knight ,2013.0,eng,Fantasía
8165,0312890176,Shadow & Claw (The Book of the New Sun #1-2),Shadow & Claw,1994.0,eng,Ciencia ficción
8166,0812995228,Among the Ten Thousand Things,Parmi les dix milliers de choses,2015.0,eng,Ficción
8167,0743250451,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",The Great Shark Hunt: Strange Tales from a Strange Time,1979.0,eng,Ensayo
8168,0395957761,The Complete Poems,The Complete Poems: Anne Sexton,1981.0,eng,Poesía
8169,0316098124,2312,2312,2012.0,eng,Ciencia ficción
8170,0689806981,"Tears of a Tiger (Hazelwood High, #1)",Tears of a Tiger,1994.0,eng,Juvenil
8171,0061231428,Altar of Eden,Altar of Eden,2009.0,eng,Thriller
8172,1591169909,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",桜蘭高校ホスト部 2,2003.0,eng,Cómic y novela gráfica
8173,0810949148,"The Problem Child (The Sisters Grimm, #3)",The Problem Child,2006.0,eng,Infantil
8174,0195170342,Washington's Crossing,Washington's Crossing,2003.0,eng,Historia
8175,0679783482,Shalimar the Clown,Shalimar the Clown,2005.0,eng,Ficción
8176,0688172377,Desert Flower,Desert Flower: The Extraordinary Journey of a Desert Nomad,1998.0,eng,Memorias
8177,0345467817,Halo: First Strike,First Strike,2003.0,eng,Ciencia ficción
8178,,"Broken Silence (Silence, #2)",Broken Silence,2013.0,eng,Juvenil
8179,1861977166,In Search of Excellence: Lessons from America's Best-Run Companies,In Search of Excellence,1982.0,,Negocios
8180,0316239992,First Love,First Love,2013.0,,Juvenil
8181,1401204457,"The Batman Chronicles, Vol. 1",Batman Chronicles: Volume 1,2005.0,eng,Cómic y novela gráfica
8182,0307730697,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,,2012.0,,Biografía
8183,1434764338,"Waterfall (River of Time, #1)",Waterfall,2011.0,eng,Juvenil
8184,0385682824,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)",The Love Song of Miss Queenie Hennessy,2014.0,eng,Ficción
8185,0345435753,"Morgawr (The Voyage of the Jerle Shannara, #3)",Morgawr ,2002.0,eng,Fantasía
8186,0340752459,September,September,1990.0,eng,Ficción
8187,1884214495,The Last Question,The Last Question (When the World Ends),1956.0,eng,Ciencia ficción
8188,0140189424,Henderson the Rain King,Henderson the Rain King,1959.0,eng,Ficción
8189,0451209435,Fear of Flying,Fear of Flying,1973.0,eng,Ficción
8190,0316176044,Red Riding Hood,Red Riding Hood,2011.0,eng,Infantil
8191,9381626715,Stay Hungry Stay Foolish,Stay Hungry Stay Foolish,2008.0,eng,Negocios
8192,0140568190,The Giraffe and the Pelly and Me,The Giraffe and the Pelly and Me,1985.0,eng,Infantil
8193,1250039819,Shotgun Lovesongs,Shotgun Lovesongs,2014.0,eng,Ficción
8194,0440240956,"The Death of Kings (Emperor, #2)","The Death of Kings (Emperor, #2)",2004.0,eng,Ficción histórica
8195,0375435484,French Women Don't Get Fat: The Secret of Eating for Pleasure,French Women Don't Get Fat,2004.0,eng,Autoayuda
8196,061858532X,"A Certain Slant of Light (Light, #1)",A Certain Slant of Light,2005.0,eng,Fantasía
8197,1416936408,"The Uglies Trilogy (Uglies, #1-3)","The Uglies Trilogy (Uglies, #1-3)",2007.0,,Juvenil
8198,0062311115,The Bone Tree,The Bone Tree,2015.0,eng,Thriller
8199,0312939779,False Impression,False Impression,2005.0,eng,Thriller
8200,1926760689,I Wrote This For You,I Wrote This For You,2011.0,eng,Poesía
8201,1400049350,Barefoot in Paris,Barefoot in Paris,2004.0,eng,Cocina
8202,1591163595,"Naruto, Vol. 05: Exam Hell (Naruto, #5)",,2000.0,eng,Cómic y novela gráfica
8203,0060589353,"Away Laughing on a Fast Camel (Confessions of Georgia Nicolson, #5)",...and that's when it fell off in my hand,2004.0,,Juvenil
8204,,"The Unwanted Wife (Unwanted, #1)",The Unwanted Wife,2012.0,eng,Romántica
8205,,"Royally Screwed (Royally, #1)",Royally Screwed,2016.0,eng,Romántica
8206,0061626317,"Splendor (Luxe, #4)",Splendor,2009.0,eng,Juvenil
8207,1582870950,The Professor,The Professor,1857.0,eng,Clásicos
8208,0451234863,"Drink Deep (Chicagoland Vampires, #5)","Drink Deep (Chicagoland Vampires, #5)",2011.0,eng,Fantasía
8209,,رجال في الشمس,رجال في الشمس,1963.0,ara,Ficción
8210,0698400011,The Little Mermaid,Den lille havfrue,1836.0,eng,Infantil
8211,0060525134,"Big Boned (Heather Wells, #3)","Big Boned (Heather Wells, #3)",2007.0,eng,Misterio
8212,0802131867,The Subterraneans,The Subterraneans,1958.0,eng,Ficción
8213,0745917437,The Tale of Three Trees,The Tale of Three Trees: A Traditional Folktale,1989.0,eng,Infantil
8214,1593072953,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",Sin City: The Big Fat Kill,1994.0,eng,Cómic y novela gráfica
8215,0007120842,"The Moving Finger (Miss Marple, #4)",The Moving Finger,1942.0,eng,Misterio
8216,042516098X,"Hornet''s Nest (Andy Brazil, #1)",Hornet's Nest,1996.0,eng,Thriller
8217,0785267239,The Sacred Romance Drawing Closer To The Heart Of God,The Sacred Romance Drawing Closer To The Heart Of God,1997.0,eng,Religión y espiritualidad
8218,0590590898,There's a Boy in the Girls' Bathroom,There's a Boy in the Girls' Bathroom,1987.0,eng,Infantil
8219,037321099X,"Crash into You (Pushing the Limits, #3)",Crash Into You,2013.0,eng,Juvenil
8220,0375504877,Colonel Roosevelt,Colonel Roosevelt,2010.0,eng,Biografía
8221,081120958X,Selected Poems,Selected Poems,1949.0,,Poesía
8222,0553100351,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)",Star Wars: Vision of the Future,1998.0,eng,Ciencia ficción
8223,4103534230,"1Q84 BOOK 2 (1Q84, #2)",1Q84 Book 2 [Ichi-kyū-hachi-yon],2009.0,jpn,Ficción
8224,,How to Be Both,How to Be Both,2014.0,eng,Ficción
8225,0060724560,"Princess on the Brink (The Princess Diaries, #8)",Princess on the Brink,2006.0,,Juvenil
8226,0140435476,The Woodlanders,The Woodlanders,1887.0,eng,Clásicos
8227,0312591845,Tempting Fate,,2014.0,eng,Ficción
8228,0385524927,While My Sister Sleeps,While My Sister Sleeps,2009.0,eng,Ficción
8229,0142000957,Killing Pablo: The Hunt for the World's Greatest Outlaw,Killing Pablo: The Hunt for the World's Greatest Outlaw,2001.0,,No ficción
8230,1451672721,Gold,Gold,2012.0,eng,Ficción
8231,1554682746,"Wondrous Strange (Wondrous Strange, #1)",Wondrous Strange,2009.0,eng,Fantasía
8232,0060731427,How Soccer Explains the World,How Soccer Explains the World: An Unlikely Theory of Globalization,2004.0,,Deportes
8233,0141183047,The Book of Disquiet,Livro do Desassossego,1913.0,eng,Ficción
8234,1401232086,"Batman: Earth One, Volume 1","Batman: Earth One, Volume 1",2012.0,eng,Cómic y novela gráfica
8235,159448841X,Some Assembly Required: A Journal of My Son's First Son,,2012.0,eng,Memorias
8236,0425204332,"Undead and Unappreciated (Undead, #3)",Undead and Unappreciated,2005.0,eng,Fantasía
8237,1455525898,"Blue Labyrinth (Pendergast, #14)",Blue Labyrinth,2014.0,eng,Thriller
8238,0670022209,Malcolm X: A Life of Reinvention,Malcolm X: A Life of Reinvention,2011.0,eng,Biografía
8239,0060723513,Mutant Message Down Under,Mutant Message Down Under,1990.0,eng,No ficción
8240,0440244501,"Ashes of Midnight (Midnight Breed, #6)",Ashes of Midnight,2009.0,eng,Romántica
8241,081091610X,"Once Upon a Crime (The Sisters Grimm, #4)",Once Upon a Crime,2007.0,eng,Infantil
8242,0891343377,Keys to Drawing,Keys to Drawing,1985.0,eng,Arte
8243,1401213162,"Fables, Vol. 9: Sons of Empire","Fables, Volume 9: Sons of Empire",2007.0,eng,Cómic y novela gráfica
8244,0451461991,"Embrace the Night (Cassandra Palmer, #3)",Embrace the Night,2008.0,eng,Fantasía
8245,0586026193,"The Ipcress File (Secret File, #1)",The Ipcress File,1962.0,eng,Thriller
8246,0679450815,The Fannie Farmer Cookbook: Anniversary,The Boston Cooking-School Cook Book 1896,1979.0,,Cocina
8247,,واحة الغروب,واحة الغروب,2006.0,ara,Ficción
8248,1450572375,"Branded (Fall of Angels, #1)",,2010.0,eng,Fantasía
8249,156478214X,The Third Policeman,The Third Policeman,1967.0,eng,Ficción
8250,0375424490,"Tea Time for the Traditionally Built (No. 1 Ladies'' Detective Agency, #10)",Tea Time for the Traditionally Built,2009.0,eng,Misterio
8251,0060827629,"Starlight (Warriors: The New Prophecy, #4)","Starlight (Warriors: The New Prophecy, #4)",2006.0,eng,Infantil
8252,,"Feral Sins (The Phoenix Pack, #1)",Feral Sins,2012.0,eng,Romántica
8253,0867199032,Tintin in the Land of the Soviets (Tintin #1),Tintin au pays des Soviets,1930.0,eng,Cómic y novela gráfica
8254,1439102414,"Flash and Bones (Temperance Brennan, #14)",Flash and Bones,2011.0,eng,Thriller
8255,1594206627,Eileen,Eileen,2015.0,eng,Ficción
8256,142333745X,"Creation in Death (In Death, #25)",Creation in Death ,2007.0,eng,Thriller
8257,0670062405,Llama Llama Mad at Mama,Llama Llama Mad at Mama,2007.0,eng,Infantil
8258,0345547497,Cop Town,Cop Town,2014.0,eng,Thriller
8259,0810949792,Graffiti World: Street Art from Five Continents,Graffiti World: Street Art from Five Continents,2004.0,,Arte
8260,0399216197,Lon Po Po: A Red-Riding Hood Story from China,Lon Po Po,1989.0,eng,Infantil
8261,0316065765,The Blood of Flowers,The Blood of Flowers,2007.0,eng,Ficción histórica
8262,0140367357,"Five Children and It (Five Children, #1)",Five Children and It ,1902.0,eng,Clásicos
8263,,2 ضباط,2 ضباط,2013.0,ara,Ficción
8264,0671000314,"Flood Tide (Dirk Pitt, #14)","Flood Tide (Dirk Pitt, #14)",1985.0,eng,Aventura
8265,0062380877,"This Savage Song (Monsters of Verity, #1)",This Savage Song,2016.0,eng,Fantasía
8266,0062003941,"Bloodlust (The Vampire Diaries: Stefan''s Diaries, #2)",Bloodlust,2011.0,eng,Juvenil
8267,0425226735,Branded by Fire (Psy-Changeling #6),,2009.0,eng,Romántica
8268,1481404547,The Unexpected Everything,The Unexpected Everything,2016.0,eng,Juvenil
8269,0727853414,Exit to Eden,Exit to Eden,1985.0,eng,Romántica
8270,1423121716,Percy Jackson & the Olympians:  The Ultimate Guide,Percy Jackson: The Ultimate Guide,2010.0,eng,Infantil
8271,0802120202,Alif the Unseen,Alif the Unseen,2012.0,eng,Ciencia ficción
8272,0345465296,The Complete Guide to Middle-Earth,The Complete Guide to Middle-Earth,1974.0,,No ficción
8274,1533134138,"The Bird and the Sword (The Bird and the Sword Chronicles, #1)",The Bird and the Sword,2016.0,eng,Fantasía
8275,1857231082,"The Black Unicorn (Magic Kingdom of Landover, #2)",The Black Unicorn ,1987.0,eng,Fantasía
8276,0743487672,The Awakening and Selected Stories,The Awakening and Selected Short Stories,1899.0,eng,Clásicos
8277,0316113786,Say You're One of Them,Say You're One of Them,2008.0,,Ficción
8278,0547229895,"The Crossing Places (Ruth Galloway, #1)",The Crossing Places,2009.0,eng,Misterio
8280,0099448874,"One Step Behind  (Kurt Wallander, #7)",Steget efter,1997.0,eng,Misterio
8281,0553264907,The Devil's Alternative,The Devil's Alternative,1979.0,,Thriller
8282,1476799202,Faithful,,2017.0,eng,Ficción
8283,0670038318,"Sovereign (Matthew Shardlake, #3)",Sovereign ,2006.0,eng,Ficción histórica
8284,0749932945,Envy,Envy,1999.0,eng,Thriller
8285,1401212409,Batman and Son,Batman: Batman and Son,2005.0,eng,Cómic y novela gráfica
8286,0684800012,On Food and Cooking: The Science and Lore of the Kitchen,On Food and Cooking: The Science and Lore of the Kitchen,1984.0,eng,Cocina
8287,0810993589,"Magic and Other Misdemeanors (The Sisters Grimm, #5)",Magic and Other Misdemeanors,2007.0,,Infantil
8288,0345519477,"In Bed with a Highlander (McCabe Trilogy, #1)",In Bed with a Highlander,2011.0,eng,Romántica
8289,0679736638,The Confessions of Nat Turner,The Confessions of Nat Turner,1967.0,eng,Ficción histórica
8290,1580628362,Please Stop Laughing at Me... One Woman's Inspirational Story,Please Stop Laughing at Me... One Woman's Inspirational Story,2003.0,eng,Memorias
8291,0345477480,"Rule of Two (Star Wars: Darth Bane, #2)",,2007.0,eng,Ciencia ficción
8292,184756190X,A Girl Like You,A Girl Like You,2011.0,eng,Romántica
8293,,"Sincerely, Carter (Sincerely Carter, #1)",,2015.0,,Romántica
8294,0765309416,The Android's Dream,The Android's Dream,2006.0,eng,Ciencia ficción
8295,0743217187,The Stories of Eva Luna,Cuentos de Eva Luna,1988.0,eng,Ficción
8296,0767901576,Awakening the Buddha Within: Tibetan Wisdom for the Western World,Awakening the Buddha Within : Tibetan Wisdom for the Western World,1997.0,eng,Religión y espiritualidad
8297,,Long Time Coming,Long Time Coming,2003.0,eng,Misterio
8298,0316014532,Story of a Girl,Story of a Girl,2007.0,eng,Juvenil
8299,,High Heat (Jack Reacher #17.5),High Heat,2013.0,eng,Thriller
8300,0062338307,Orphan Number Eight,,2015.0,eng,Ficción histórica
8301,0399158812,"Delusion in Death (In Death, #35)",Delusion in Death,2012.0,eng,Thriller
8302,0743435745,"Field of Dishonor (Honor Harrington, #4)",Field of Dishonor,1994.0,eng,Ciencia ficción
8303,1936365537,How Music Works,How Music Works,2012.0,,Música
8304,1250019699,Save the Date,Save the Date,2014.0,eng,Romántica
8305,0965913228,Oracle Night,Oracle Night,2004.0,eng,Ficción
8306,0575073608,"Time and Again (Time, #1)",Time and Again,1970.0,eng,Ciencia ficción
8307,,One Lavender Ribbon,One Lavender Ribbon ,2014.0,eng,Romántica
8308,0882706306,Run Baby Run,Run Baby Run,1969.0,eng,Biografía
8309,0452264014,Fences (The Century Cycle #6),Fences (The Century Cycle #6),1986.0,eng,Ficción
8310,0340863684,Tortured for Christ N/E,Tortured for Christ,1940.0,eng,Religión y espiritualidad
8311,1250076927,The Two-Family House,The Two-Family House,2016.0,eng,Ficción histórica
8312,0006280943,Miracles,Miracles: A Preliminary Study,1947.0,eng,Religión y espiritualidad
8313,1598878735,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else",2009.0,,Autoayuda
8314,0670016381,Dear Daughter,Dear Daughter,2014.0,eng,Thriller
8315,,The Mermaid's Sister,The Mermaid's Sister,2015.0,eng,Fantasía
