book_id,rec_1,rec_2,rec_3
2289,9270,7934,2954
2343,1369,594,707
3685,1326,610,9064
3867,8930,1148,9949
4582,2600,2197,1088
5263,5826,5905,4253
5826,5905,5263,6336
6302,451,471,230
6336,5905,5826,7088
7577,1926,1078,4366
8162,7176,5581,390
9793,3262,7575,4338
594,77,1020,1193
2254,1353,774,581
3138,2821,3904,5567
3299,6436,5914,5097
3591,1277,8707,448
3904,3138,2821,5567
4671,2578,8731,4265
4698,5567,3904,2821
5567,4698,3904,2821
6847,7218,3999,7358
7655,9152,480,368
8153,2064,8438,1020
8841,7493,666,2170
9198,3739,8099,1530
2921,3381,178,2466
3719,7913,5116,3903
5785,4584,8760,1624
7392,8011,2342,7606
3152,8454,2442,2220
3227,2246,619,1154
3645,900,474,5258
4555,8009,5924,515
5509,6017,4290,7855
5595,3134,143,61
5605,2225,1770,215
6017,4290,5509,7855
6863,3808,4942,3472
7777,8975,9630,1657
7855,4290,6017,5509
7916,8655,3222,2362
7970,919,6066,2128
8923,6045,4865,6447
8996,4904,523,4810
1478,2039,2181,1266
2579,943,372,1923
2590,190,673,931
2744,7385,2753,5745
3079,1161,730,7826
3087,9964,2390,1472
3131,2810,3076,397
6036,1009,320,2204
6307,436,1970,6042
6394,6623,6479,926
7311,896,5421,2029
8130,8048,4735,4272
9537,6971,8130,4272
3603,4740,3308,193
3907,2466,959,1679
4502,5774,5958,4108
4725,610,1577,1242
6345,9230,7330,4883
8553,3789,6781,6219
8929,969,7950,9204
1384,744,5387,8296
1419,1382,168,72
1431,4460,5536,4578
2640,2977,1862,7411
2730,2242,2666,2859
2898,7349,8799,6602
2977,2640,1862,8222
3541,1191,1881,2693
4026,3099,5538,6386
4266,5356,6558,4361
5381,4175,5141,6318
5838,3013,2189,6814
6798,9607,2693,7814
6814,3013,5838,2189
7038,914,910,633
7713,2140,1263,2189
8165,6924,2487,729
9429,2977,2640,1862
2053,113,3763,129
3523,5399,1411,3505
4561,9036,930,1238
4763,7963,9487,6250
5937,1516,5495,1683
6180,8873,9302,8469
6382,5084,6447,8289
7231,7429,819,4758
7370,7734,8289,9689
7997,6104,7836,1783
8309,2240,9018,7386
9222,6317,6435,2834
9642,6727,2584,4004
9648,5399,765,6337
9689,7370,8289,6045
9864,6553,4348,4509
1277,3591,8707,448
1788,780,1010,5580
4483,4046,6361,5207
5207,7254,9566,8978
6359,9402,9686,9404
6590,6920,7254,9566
6920,6590,7254,9566
8891,8404,3625,3485
9402,9404,9686,6359
9839,8037,1521,1887
9874,6204,3049,6166
1576,2979,1360,1589
1838,2016,1876,2121
1876,1838,2525,2016
2057,1543,2212,1902
2059,2964,3190,2835
2212,2057,2607,1902
2384,2596,2639,2893
2596,2384,2639,2893
2849,3394,2055,4636
2964,2059,3214,4056
3035,3431,3653,3158
3161,3355,2849,3394
3214,3190,3786,2835
3216,2939,4544,3963
3355,5770,7348,8608
3431,3653,3158,3035
3653,3431,3158,3035
3693,5284,6936,5109
3929,6007,1319,1121
4041,1517,665,4001
4209,5013,3851,4915
4397,3026,3361,3413
4481,3431,4802,3653
4586,5123,8719,6835
4696,4825,6338,7048
4802,4481,3653,3940
4825,4696,5467,7048
4876,3940,4802,6352
5284,3693,8624,6172
5467,4825,4696,6338
5941,4948,3050,4618
6140,5467,5103,7048
6172,8624,5284,5486
6243,9144,3050,4618
6357,6685,7851,7376
6523,9871,9059,6520
6529,8322,1934,4923
6580,6610,6858,7042
6685,7851,6357,5839
6826,6510,8143,5167
6851,4209,5013,8550
6936,8467,8468,3693
7017,7099,8596,7941
7099,7017,8596,7941
7456,6821,5839,5235
7851,6955,6685,5839
7924,6321,4633,3171
7958,7099,7017,8596
8171,7741,5975,4263
8322,6529,1934,4923
8515,4694,5394,1942
8624,6172,5284,8706
8628,2113,3461,4875
8706,8624,9657,9935
8727,9879,5876,9797
9614,3214,2863,2835
9635,8710,7371,3693
9640,9879,4917,8727
9657,9935,8853,9468
9879,8751,8727,9797
9901,2596,2384,3240
9957,216,2060,5454
4629,689,320,146
4822,5716,1492,4301
6184,9645,5358,6615
7579,2559,2079,3703
8141,7812,8269,4820
8189,7812,4429,476
1908,2806,5238,5973
2411,3772,1158,3410
3222,6543,7746,8655
3472,4942,709,3126
8226,1088,4870,5915
8529,9452,4551,1485
8850,8647,4444,4443
1225,1289,1163,1233
1233,1549,1289,1225
1289,1225,1233,1549
1476,1774,1549,1233
1774,1549,1476,1975
1827,1549,1233,1774
1975,1774,1977,1476
1977,1975,1774,1476
3594,8979,5870,1461
4744,6258,5163,2934
5346,2869,8818,4640
6157,7869,7715,323
7172,9561,3139,2177
8626,1975,1977,1774
9561,7172,2177,2982
1703,1270,1915,1500
4843,385,630,3545
5700,1544,8127,323
6156,6202,8915,3485
6889,941,5881,6128
9921,1329,8168,8221
44,107,152,169
700,764,1537,1501
1017,940,2065,112
1216,6047,396,273
1577,610,143,983
1990,567,437,313
2688,2853,3184,1689
2853,3184,2688,1689
5220,5095,7454,4513
5479,7102,2476,9508
6090,2796,4122,267
7102,9508,5479,6451
7296,5829,6148,5836
7631,6267,8860,5006
8802,5090,538,8659
9309,567,313,2350
6241,775,5663,5280
6265,4672,3457,2709
7559,3186,1792,673
8847,3033,144,2702
9182,4417,6401,6639
9554,3597,8396,1096
2753,4389,5745,4035
3046,913,6305,6988
4272,4735,8130,2753
4359,3002,6607,1783
4940,7942,3046,6988
6021,3546,3646,4394
6998,5327,7946,1664
7060,4035,5745,2753
7366,7874,6125,4438
7840,4965,90,9647
7942,4940,3046,6875
1927,1048,7302,236
2578,5157,1159,1675
2628,1297,164,88
4130,1936,4392,6322
4920,6552,9267,9907
5095,5220,7454,9267
8439,9977,9772,6181
9519,2204,1688,930
747,1350,1259,62
2007,1391,314,1726
4603,3054,3275,2101
7350,853,2985,793
8740,7503,3580,5458
9461,8626,1977,1975
300,47,31,11
950,1767,921,1203
1152,2232,1440,784
1202,2124,515,409
1562,2331,3778,3015
3435,4987,277,7493
3462,3654,2470,2881
3498,5583,7433,4581
3547,2611,3731,3200
3731,3547,2611,3462
4093,164,921,7087
4318,5085,2563,987
4374,1076,4178,4563
4565,5099,3547,3359
4568,5124,2853,2688
4639,2820,5737,4265
5031,458,4116,2316
5184,2104,2112,363
5900,1453,3345,1671
6194,869,4848,7384
6310,3327,836,9150
6579,9170,7708,262
6813,9272,4214,6972
6947,950,1203,5184
7154,1076,1688,4563
7334,1777,5053,3203
7944,673,4635,551
8059,5476,9381,4323
8679,5368,1794,2003
8968,5016,3337,711
9077,4964,6816,6828
9188,9930,896,551
9627,5925,8709,3446
1809,4460,3562,5536
1869,3860,4396,4985
2239,2947,1396,4891
2947,2239,4891,4941
3019,2954,7934,8995
3055,5923,3660,766
3414,3974,5049,3834
4215,4891,4941,2947
4460,5536,4578,7383
4578,5536,4460,6873
4891,4941,4215,2947
4941,4891,4215,2947
5145,8103,7893,7886
5536,4578,4460,6873
6407,3989,4215,1396
6891,8460,8154,7893
7886,7893,8103,6891
8103,7893,8460,8154
8154,8460,6891,7893
8484,7479,7383,8787
1029,2244,2767,3191
2244,2767,1029,3191
2760,6568,4064,568
3342,2024,872,1624
5286,1060,550,3287
6568,2760,4064,365
8018,5294,6242,9533
8716,6364,9862,820
8752,8940,2320,1309
3872,6467,7965,763
3974,3414,5049,3834
4366,1415,3661,2686
5049,3974,3414,3834
8992,2233,238,2579
862,562,1200,565
990,3305,1415,4411
1502,2814,535,1000
1527,141,215,3227
1560,2130,2417,7460
1689,3184,2853,2688
1898,9859,141,215
2081,1654,1690,1602
2634,4808,1400,185
2792,1200,3249,2118
2814,1502,535,1022
2889,6678,1200,562
3309,1690,1602,1630
3444,5880,6009,4581
4063,2081,1654,2518
5023,4227,4977,2054
5652,4492,1745,6279
7397,2462,673,1700
7893,8103,8460,8154
8460,8154,6891,7893
8988,7568,6371,5179
443,615,541,831
607,319,309,460
817,5632,7423,7081
831,615,667,443
896,124,30,60
1032,1611,1456,1626
1047,250,3502,1558
1140,1799,2987,1608
1456,1611,1626,1760
1599,2575,692,3067
1611,1456,1626,1032
1626,1760,1456,1611
1730,215,141,2904
1760,1626,1456,1611
1799,2987,1140,1608
2058,4714,459,267
2146,6537,9028,1047
2179,506,423,5079
2702,8901,143,318
2987,1799,1140,3424
3120,2230,4275,4445
3316,7116,8173,8241
3343,4576,262,112
3466,811,3312,5726
3769,6233,6235,6183
4124,4387,3803,5936
4199,4927,4280,8784
4280,4927,4199,5846
4445,4275,3120,2230
4491,267,437,318
4819,5539,6801,8148
4927,4199,4280,8784
4970,5895,3805,5641
5014,6146,5797,6742
5539,6801,4819,7308
5632,7423,817,6189
5712,506,4195,8869
5913,6643,7363,7174
6117,8649,5117,3741
6260,7857,4305,3378
6506,3211,7695,3503
6801,5539,4819,7558
7116,8173,8241,8287
7423,5632,817,6189
7685,7181,5535,4814
7912,3599,352,1044
8173,7116,8287,8241
8241,8557,7116,8287
9096,5447,313,4320
9107,4949,3356,9820
9462,1791,3746,8378
9611,6051,7745,3665
9886,7174,4975,6655
9917,5997,4028,7658
6505,8591,4014,4698
1420,2834,4688,4749
3658,4812,3575,4206
4206,4812,3658,3575
5351,6092,3575,2541
5898,3658,4812,3575
1655,8816,31,195
4631,3766,4547,6137
4699,3661,3069,1926
5714,7766,3111,7128
6729,1202,2124,515
7670,3239,7237,4864
7766,5714,7128,9658
8099,9198,3739,1530
9499,7766,7035,5714
9794,3889,1845,6791
1524,1539,459,143
2018,816,1920,146
2022,462,2308,580
3481,1198,4873,8255
4526,1318,1444,2344
4996,3585,1094,4865
9286,3327,8498,1883
9759,495,1102,8703
237,305,176,243
553,967,578,556
578,556,675,670
601,545,679,444
609,944,703,915
818,944,703,915
944,915,1208,967
1709,2009,3175,367
1885,855,804,530
2009,1709,3175,367
2155,1498,2041,1423
2512,3900,579,3762
2553,3351,972,298
2701,4989,4820,8269
3065,7123,4085,6539
3477,4192,5290,3340
3921,5945,5026,3924
4251,5928,4192,3340
5290,3477,4192,3340
5775,6073,6833,4085
5903,3205,1208,1123
5945,3921,5026,1709
6073,5775,5558,8093
6833,5775,6073,5304
7047,6914,7354,8068
8539,5293,8096,1382
8906,2468,2365,1706
4014,8591,4698,5567
4777,7562,2993,2157
392,1043,1166,1194
762,2482,15,800
1846,676,3880,334
2499,4870,3212,1771
3639,3402,3662,1996
3747,318,437,267
3799,390,204,2490
7032,2709,6055,4602
7090,7952,5189,9612
7459,3080,8558,9778
9479,4765,5979,6948
656,1652,2319,2428
755,1089,894,1343
2389,3089,3276,3369
2506,6223,7427,8334
2710,1501,1537,3729
2836,6915,7805,8358
2861,3276,3089,3369
3023,5961,4222,6876
3089,3276,2861,3369
3276,2861,3089,3369
3369,3276,3664,3089
3664,3369,3089,3276
3729,2710,1537,1501
3757,9492,1744,4247
4027,4253,3197,5263
4511,9495,8374,5520
4667,4675,3664,3369
4675,3664,4667,3369
4716,3080,5437,1695
5078,7201,9596,8540
5905,5826,6336,5263
6314,6684,7006,6212
6559,6879,6865,1940
6915,7805,9010,8358
7088,6336,5905,5826
7201,9596,5078,8540
7527,4212,5289,5043
7805,8358,6915,9010
8250,7088,6336,5905
9495,5520,4511,1331
9596,7201,5078,8540
9993,1710,4906,8382
863,728,971,608
1038,707,853,241
1430,1417,3574,78
1552,3737,7498,453
1718,2054,2270,120
1748,1107,4431,310
1839,238,2233,6285
1855,2694,3674,2912
2032,386,6427,241
2885,9399,199,31
3287,8463,1060,550
5454,216,199,1471
7518,2020,8571,8286
1298,1554,1155,5732
1554,1298,1155,5732
1766,933,355,2293
1807,928,1782,254
2764,3563,4599,3052
3471,5205,7153,9873
3563,4599,2764,3350
4581,9876,3498,2764
4967,924,638,697
5045,5198,6604,4606
5075,214,175,151
5915,5931,3346,4219
6308,8761,6053,3319
6591,8410,7848,6042
7358,6847,3999,370
8425,3489,5341,2500
8438,2064,8153,1020
9636,1678,1554,1298
9876,4581,3498,5583
1786,1076,1174,1433
2925,605,2206,1007
5514,236,82,2436
6082,458,1982,7731
9552,277,584,665
897,1019,503,5982
1045,105,69,607
1197,2457,7672,69
2373,5548,5359,4794
2457,7672,1197,105
2514,2143,7784,766
3619,4380,5408,4546
4309,7946,1234,5995
4435,1167,9549,2366
4794,5771,5359,5548
5003,3936,1765,5767
5359,5548,4794,5771
5408,4546,4380,5117
5548,5359,5771,4794
5771,4794,5359,5548
8858,3807,922,2373
797,3448,2473,4151
1359,909,370,428
1428,1376,2070,1194
1452,1175,3593,4233
1764,1397,3339,1137
2070,1428,2966,1376
2895,1069,892,92
2966,2070,4984,1428
3339,1764,3968,1397
3526,1952,7272,1027
3968,3339,1764,1397
4214,1369,5020,4094
4256,4541,1738,2495
4311,2642,263,6938
4405,9354,4668,5971
4449,2420,684,4998
4984,2966,2070,8712
4998,8487,1359,4449
7404,4721,2681,9518
7943,4351,3991,369
8487,4998,1027,1359
9354,4405,4668,5725
9395,7246,5440,5526
1305,1469,1497,1373
1605,1953,1434,4003
2361,1207,293,8558
2385,3291,4182,5554
3320,3939,5053,5208
4383,3469,5563,2873
5247,2898,6602,9376
7407,5777,4067,424
7436,8806,3584,9979
7836,1783,1949,899
9019,9922,8651,5498
9255,4277,5988,1896
9998,8687,7501,3109
1314,900,474,2503
1591,1629,593,5661
1629,1591,593,5661
2062,2145,6587,5926
2727,8404,408,2421
2794,3061,1106,2781
3828,3540,4388,1703
5661,8893,9424,1629
8697,6688,2259,6215
8893,9424,5661,1629
9302,8470,8469,6180
2088,754,318,359
2305,2441,144,1462
2603,1762,1675,3787
4108,925,5774,3511
3195,1421,2193,5474
3686,3322,6299,4842
4286,5756,9233,2375
4932,1978,7615,895
6521,2411,3772,8360
6954,6447,7079,948
8405,6406,5942,801
8957,7774,7339,1441
9267,7454,5095,6566
9960,3568,5447,1670
1477,3088,961,5907
1486,346,257,518
1706,71,2468,1354
2174,366,5180,870
3139,9884,2982,5009
3535,6022,5716,6736
4004,2584,6727,9642
4399,3093,1180,2292
4597,6337,2643,1691
4684,3720,6928,7086
7210,5569,2993,8733
7429,7231,4758,7086
7606,8390,6272,8011
8390,7606,6272,7990
9563,9303,8999,3310
9978,8788,520,380
1415,2166,5779,4953
2196,2646,890,789
2218,4621,5901,2676
2646,2196,890,3072
2871,3725,3798,5848
3235,1415,1621,5713
3725,3798,2871,5848
3727,584,215,746
3798,3725,2871,7816
3822,1810,1730,1044
3825,9458,6419,3436
3978,3754,5782,1914
4006,7300,165,135
4621,5901,2218,7900
5702,2166,2139,3733
5782,3978,3754,1914
5897,3103,1671,5753
5901,4621,2218,2676
6363,6463,8736,1415
6890,2922,9783,3827
7028,3661,4953,2166
7709,9505,3327,3418
8736,4398,9939,6363
9458,3825,6419,2244
147,74,149,88
1440,784,1152,132
1610,318,482,313
2400,4263,4379,4860
3668,4379,4860,4263
4016,531,125,301
4263,4860,4379,2400
4379,4860,4263,2400
4860,4379,4263,5975
6406,8405,5942,801
6613,4163,2492,5643
616,331,908,1149
2379,383,7561,2233
4250,3519,8107,2875
5918,3656,8356,1430
2952,961,1783,5915
3136,6261,6050,5914
5392,8470,1758,9302
6261,3136,6383,5914
6348,3196,1330,7500
6704,9049,4455,2145
6746,1449,2279,2321
8023,2063,8537,1449
8053,5658,1656,994
345,447,648,53
5318,2902,2521,1206
9409,1061,2032,1038
9439,6400,2320,5119
975,2592,6147,5225
1438,448,1998,3890
1515,256,291,737
1785,782,178,2199
3103,277,2674,322
3352,148,7418,2757
3436,6468,5333,6077
3585,1094,4996,6633
3966,2252,179,87
4545,677,6712,1613
4861,1025,4663,4643
5843,7765,2904,1730
9514,5625,2897,4418
9544,7246,9908,8617
1293,3947,4966,2733
1569,7204,402,3037
2985,1369,707,853
3232,6003,2879,1603
5774,4108,6604,3511
6401,2661,8000,9182
1138,2055,3277,4636
1844,4478,4331,4707
2920,3470,2835,3167
3394,2055,4636,2849
3906,6174,7053,7158
5119,9436,1309,2320
5688,5766,8143,6826
5758,8431,8608,7053
5770,8431,7348,5758
6174,7053,7158,7348
6259,8150,7293,274
6400,9439,2320,9436
6660,8431,7158,7348
7053,7158,6174,8431
7158,7053,7348,6174
7348,8431,7158,8608
8150,7293,6259,274
8431,7348,8608,7158
8608,8431,7348,7158
1454,555,29,427
1762,2087,1567,1675
2199,2365,402,2993
5711,318,2114,2598
7359,1539,2037,8065
1426,1149,1101,1685
1685,1842,1149,1426
1701,4414,1007,605
3169,2365,5569,2993
3811,4391,2229,604
3831,1897,221,132
4391,3811,1083,1102
7453,4391,221,238
9193,8691,216,199
9887,1839,4137,7453
1288,1795,1987,1339
4750,8059,5476,250
8021,5589,1059,8429
2328,1571,350,1250
3304,3100,999,2215
4795,3804,6807,5195
4960,5865,5460,1960
6124,3721,8423,9489
8907,7669,4796,3480
4178,2037,1076,4563
4213,7666,2300,1029
4369,1389,1236,1124
6054,458,2316,7008
7046,2115,4904,6564
8598,3672,2143,191
9748,8781,8446,8349
521,902,2384,2639
3255,2304,1184,7409
3621,4295,4401,4595
4164,8525,6958,6474
4401,4295,4595,3621
4552,4928,4150,4595
4589,4595,4928,4401
4595,4401,4589,4295
4928,4589,4595,4552
5319,4150,4552,5844
5422,5844,5319,4150
5844,5422,5319,4150
9064,1326,3685,6107
5297,848,273,7458
6487,6937,990,9032
513,2492,1721,4163
1423,1075,911,944
3871,999,2215,6716
4301,4822,2466,1329
4444,8647,8850,1160
4874,5993,7660,9213
5398,5993,9213,7660
5993,5398,7660,9213
6320,4421,1960,2344
6411,9213,7660,8074
7660,9213,5993,6411
7872,5616,6234,9129
8074,9213,8243,6411
9213,7660,8074,6411
1247,731,1829,1132
1666,1492,804,248
3802,338,3446,9627
4376,2588,5046,7937
6692,5540,3948,3700
7831,2588,9512,4376
9512,7831,2588,4376
780,1010,1788,4483
3695,8903,5996,1683
5483,4823,7547,8179
5580,1788,6590,6920
6341,8253,8555,9664
6928,9732,4684,3720
7832,8609,2466,3077
8179,2220,5873,4823
8229,2115,8323,6564
8375,8915,900,4120
8903,3695,5996,3152
524,462,580,776
2946,1601,1705,1621
1471,7403,216,8691
1841,1103,674,4986
1902,2607,1733,1407
2277,2981,2746,2737
4040,3945,3367,4948
4058,1814,3173,333
5142,8917,4482,7489
5486,8624,6172,9657
5615,8811,7572,9639
5646,6313,7159,6067
6810,2772,267,6793
7390,1610,7077,396
7572,8811,5615,9639
7739,9142,3148,5270
8414,2071,5939,6925
8671,1076,2003,8499
8917,5142,7489,4482
9621,9854,5587,1482
275,88,74,382
1323,2291,2619,3044
1601,9344,1446,247
1670,174,504,144
1874,318,437,2003
1968,3910,6350,486
2001,3736,4107,1355
2291,2619,3044,1323
2463,5328,252,327
2619,3044,2291,4782
3044,2619,2291,4782
3052,3350,4125,2764
3350,4125,3052,3563
3910,6350,1968,314
4125,3350,3052,2764
4296,7503,3460,6595
4599,3563,2764,3052
4624,817,277,312
4782,3044,5352,2619
4975,7174,9886,6643
5352,4782,3044,2619
6010,1968,2019,2391
6137,9565,3209,4547
6350,3910,1968,3044
6628,6765,4311,3132
7174,9886,4975,6643
7272,1952,3526,1027
8913,6367,5053,8548
8931,682,2674,2170
8932,3736,8369,7018
9490,5199,3221,5036
8117,9626,7377,8880
8880,9626,8117,7377
8951,1678,4937,9636
9025,8452,1133,9215
9626,8880,8117,7377
777,1111,3011,3610
1579,605,1007,2206
1814,4058,333,3173
2378,3766,3204,6360
4092,5434,615,541
4956,1844,6879,1701
6149,537,6548,5761
6485,2444,3069,4417
6548,537,7341,6149
9718,5955,973,2036
134,153,51,309
153,134,51,309
309,319,153,134
645,9855,340,224
843,676,334,99
4258,9417,4649,1635
6972,4214,1369,5020
9357,1038,241,9409
5055,9699,3978,2755
9699,3978,5055,9463
2962,5105,1297,2104
3632,2325,1991,5666
3683,2841,5634,3545
4200,9668,4961,9504
5230,458,1395,551
6340,7113,7589,6650
7040,6068,5133,5039
7310,6767,5641,5895
7511,2676,8169,2218
8169,2156,7511,5317
8866,2280,9489,5432
8937,3203,4729,9821
9209,4323,4457,8521
9954,2915,7591,3429
1678,486,9636,187
2054,2270,1718,120
2935,4720,3179,3712
3179,4720,3712,2935
3712,4720,3179,2935
3809,5204,4325,5464
4325,5204,3809,5464
4432,7010,7781,5773
4720,3712,3179,2935
4995,9211,4329,6555
5204,5464,4325,5773
5464,5204,5773,7010
5773,5464,7010,5204
5969,5080,8422,7733
6467,7965,3872,9080
7010,7781,5773,5464
7733,5969,8898,5080
7781,7010,7813,5773
8750,8132,7961,620
876,1211,1765,549
882,989,2223,2066
2260,1765,549,3151
2444,8544,3062,4417
2446,1823,2892,2078
2722,5733,8956,7306
3279,9045,4180,3151
3450,567,291,318
3745,7601,8884,1016
3892,733,919,424
4297,9838,2021,347
5166,5282,5007,6422
5253,5143,626,905
5282,5007,4797,3680
5925,9627,8709,3446
6393,3196,4404,5953
7249,7845,1188,4762
7418,3352,1171,3322
8055,7395,7690,7344
8273,2359,1012,6883
9744,681,544,1590
9944,8046,2166,3235
989,2203,2223,882
1734,6654,1048,1514
1881,1191,2873,897
4181,5317,2156,5356
4753,1191,1881,1520
5258,4120,900,2503
7149,914,4726,4266
2439,1079,1847,8560
2892,1823,3698,2446
2900,2312,2564,1646
3170,3711,215,442
3286,3614,3918,4289
3614,3286,3918,4289
3717,3552,7428,4733
6337,4597,9648,1691
6880,3552,7428,3717
6896,4695,6101,6225
7011,9239,8746,9796
8369,7018,3736,2001
9125,7011,9239,9124
9239,6556,7011,9125
1067,996,1151,1181
1151,1181,1226,1067
1226,1232,1151,1181
1232,1267,1226,1151
1267,1232,1390,1226
1390,1267,1627,1232
1606,1627,1390,1694
1627,1694,1390,1606
1694,1627,1821,1606
1735,6109,8211,2069
1811,3025,3515,1694
2589,1107,1748,1879
2793,1457,75,61
3053,2800,3391,2264
3515,3025,4159,1821
4524,4642,1208,3205
4895,6132,7241,8763
5026,5945,3716,3921
5517,6121,2075,6109
6109,8211,1735,5445
7241,8763,4895,6132
8763,7241,6132,4895
9338,7926,4559,3617
2336,9679,1099,2720
3124,4441,4336,9720
4796,6593,2720,3480
4999,8037,8504,824
6204,9874,3049,6166
7859,4104,2177,2002
9679,2336,6166,5637
2131,2177,3139,2982
2927,2015,3894,420
5421,1758,3446,1458
5568,2155,3937,9559
6323,4642,4524,1900
6447,6954,7135,4973
7302,1927,2436,7623
627,454,905,661
4315,5492,8578,3988
6335,6042,8469,9302
8578,4315,3988,8746
731,1132,1829,1247
1497,1253,639,868
2425,3896,690,659
2468,2365,1706,6385
2862,3804,1719,2213
2991,2633,2433,2883
3817,4931,3820,9058
3896,2425,690,8836
3924,4085,6073,5558
3937,2352,2155,2041
4236,4042,245,2049
5211,2023,2716,4774
5304,5195,5775,4085
5343,5739,3797,2594
5394,5593,1942,8515
5558,6073,3924,5775
5795,6914,8068,9026
8093,6073,5775,9026
8290,221,2292,4171
8707,3591,1277,1721
9217,8067,1269,7466
9348,9594,9477,9422
183,351,460,134
351,460,183,309
418,419,543,394
419,418,394,384
460,351,183,319
526,3171,4633,6321
543,418,394,419
632,1170,3057,6478
880,1227,1251,2996
981,1540,1971,2038
1724,2951,5857,2697
1917,5034,6747,1523
1958,1093,2986,805
2152,2402,1824,2919
2402,2152,2919,1824
2420,4449,8270,428
2472,5490,4687,5151
2951,5857,1724,5579
3468,1675,3787,3284
4184,5484,4739,3932
4329,7553,4995,1917
5034,6747,1917,5338
5857,2951,1724,5579
5976,7813,9741,7781
6637,1007,605,9143
6747,5034,1917,4705
6817,1077,1199,4213
7813,7781,9741,7010
8982,8243,8074,9213
2148,234,8714,8543
3439,2495,2985,4351
5068,3024,5057,4487
5260,3657,4965,9647
5537,6220,6620,900
7345,8111,707,245
8543,8714,2148,2980
2846,3715,6190,590
7440,2729,6298,4301
586,1944,2577,187
2575,1599,3290,3386
2704,2708,1879,2589
3238,5032,2932,586
3282,39,135,165
4977,2270,2054,1718
5091,3630,30,190
6301,6848,6671,2294
6848,6301,7057,5544
8230,9715,414,143
8319,8446,8349,8781
8977,4836,2044,973
9020,2268,6627,6569
9585,9421,6627,6569
3949,8472,7428,3552
5128,5238,7800,5973
6598,6776,1396,2239
1081,440,1798,642
4971,870,7239,2174
6471,5180,2174,687
7612,2788,870,1326
8061,1404,3685,9280
8655,3222,9374,6543
9651,2335,1044,352
9823,1539,1220,8722
4348,8503,4634,4622
5549,6367,5053,4792
6154,3581,1797,4426
1496,1995,6356,6497
3520,2865,5208,4054
3758,6002,6551,6973
3834,4070,3974,5049
4070,3834,5877,3974
4118,6079,6838,165
4933,5877,6369,6484
5141,6318,7904,4175
5833,5658,6112,3242
5877,4933,6484,6369
6002,6551,6973,7170
6318,7904,5141,6123
6484,6369,5877,4933
6551,6002,6973,7170
6973,7170,6551,6002
7170,6973,6551,6002
7506,5232,6472,8038
8195,3442,7774,3149
8667,9868,9433,7119
2639,2596,2384,3705
2980,234,9867,2148
3158,3431,3653,4481
3390,5988,740,9702
4840,2360,7871,7221
5585,4659,8644,8070
6295,9902,8377,2774
6352,4876,3940,4802
7627,5433,5093,9274
7757,950,2908,164
9115,7122,7243,4703
9804,8283,7439,7380
9902,6295,9657,8468
849,5029,2812,6122
1141,2308,1777,5208
1382,205,8539,1419
1492,2960,4822,512
1555,298,1204,547
1974,731,1247,1292
3480,7669,6166,1099
3776,2942,3264,840
4216,9938,2423,4031
4613,1954,1974,929
4931,3820,9298,3817
5620,993,437,318
6442,5716,6736,3535
6669,7092,6186,4078
6679,4705,3901,2567
6758,4859,7092,3684
6968,7469,4885,5332
7143,1974,6280,2485
7426,7471,8781,9731
7669,3480,8907,6166
7707,8861,7941,8596
8921,5261,8067,1448
9313,9398,5192,3243
1204,298,547,1555
2390,4246,536,1472
2806,1908,5238,5128
3479,7881,5543,9080
4246,2390,536,1472
5273,2809,7176,3210
6025,1160,4444,1598
9359,9766,8633,10000
1940,6405,788,1758
2157,2993,4777,7562
3327,2829,1395,8709
7826,3079,1161,3387
7923,881,2421,7279
8039,8080,6934,6467
835,720,893,1321
1586,788,1940,499
2526,7299,9126,2143
3416,4583,1677,1296
3562,4578,4460,5536
3820,4931,9298,9058
3960,6887,7817,167
4075,9956,6331,8159
4173,6331,2514,9441
4238,8801,5948,4510
5808,7749,5948,5935
5935,4510,5948,4238
6249,5401,1199,4507
9037,1199,1451,4507
9956,4075,4019,8159
588,1963,222,785
680,1684,1507,2548
1831,3005,2791,2180
1963,588,222,4917
2180,2791,1831,3050
2473,797,3448,4151
2622,2830,2835,3167
2737,3223,2547,2746
2842,3537,3357,4618
2844,6995,1833,144
3005,3784,1831,2791
3392,3331,2266,7548
3537,3357,2842,1534
3873,4615,9728,5174
4133,3042,4089,5361
4294,4512,2383,4463
4618,2842,3357,3537
4948,5941,4463,4512
6134,4463,4948,5941
6686,5920,5337,4627
6886,2266,7548,3392
7117,3951,4090,3689
8926,9842,8013,1810
9219,2473,797,4721
9503,5928,3477,7214
1802,4422,431,209
2992,1548,3988,4646
4422,1802,431,209
4908,1701,1188,7985
7949,7629,87,7902
7716,1048,538,236
8779,7965,8009,5924
756,1437,1541,2267
1218,1925,4342,5673
1437,1541,756,2267
1520,1019,1191,1179
1541,1437,2267,756
4746,8570,2709,7090
8504,8760,6119,4974
9732,6928,4684,7086
1279,5526,77,594
2495,3439,5452,5066
3830,707,9272,594
4188,3790,1639,853
4323,9209,4457,5476
4567,594,4419,2750
4694,8515,1162,1942
6226,9837,1203,2838
7276,9665,5380,9856
7305,8521,8059,9381
7989,250,8059,3164
9272,3830,4351,707
9381,9229,8059,7305
3077,8609,3101,7832
8396,1096,9554,7522
8760,8504,4974,6119
8819,6298,3451,3172
9391,5274,4013,574
1170,632,3057,6478
1505,2884,5488,393
1997,5475,393,1000
